Timestamp,Loop_closures,
1592344791.376954,0
1592344796.383772,0
1592344801.384182,0
1592344806.385107,2
1592344811.371662,4
1592344816.374219,5
1592344821.380573,5
1592344826.388071,5
1592344831.375863,5
1592344836.377110,5
1592344841.375554,5
1592344846.377232,5
1592344851.389148,5
1592344856.391870,5
1592344861.385935,5
1592344866.392821,5
1592344871.386390,5
1592344876.394821,5
1592344881.390189,5
1592344886.378247,5
1592344891.383498,5
1592344896.391981,5
1592344901.388624,5
1592344906.373660,5
1592344911.378326,5
1592344916.388224,5
1592344921.447414,5
1592344926.415934,5
1592344931.467477,5
1592344936.460530,5
1592344941.426467,5
1592344946.425885,5
1592344951.460456,5
1592344956.469970,5
1592344961.441725,5
1592344966.484677,5
1592344971.376436,5
1592344976.391157,5
1592344981.395160,5
1592344986.362945,5
1592344991.391957,5
1592344996.374735,5
1592345001.382744,5
1592345006.398559,5
1592345011.378811,5
1592345016.378588,5
1592345021.372757,5
1592345026.378015,5
1592345031.388435,5
1592345036.391134,5
1592345041.380926,5
1592345046.377664,5
1592345051.377408,5
1592345056.389766,5
1592345061.385357,5
1592345066.385432,5
1592345071.375762,5
1592345076.376866,7
1592345081.380301,11
1592345086.380559,16
1592345091.377318,19
1592345096.382152,23
1592345101.390979,27
1592345106.394804,28
1592345111.398285,28
1592345116.385209,28
1592345121.382613,28
1592345126.411288,28
1592345131.377441,28
1592345136.388408,28
1592345141.376498,28
1592345146.388026,28
1592345151.384618,28
1592345156.386949,28
1592345161.400421,28
1592345166.377678,28
1592345171.391114,28
1592345176.405787,28
1592345181.379121,28
