Tiempo,target_lineal_x,target_lineal_y,target_w,odom_lineal_x,odom_lineal_y,odom_w,enc_lineal_x,enc_lineal_y,enc_w
1603674490.259241,0.000000,0.000000,0.000000,0.015549,-0.000052,-0.006646,0.000000,0.000000,0.000000
1603674490.359218,0.000000,0.000000,0.000000,-0.013508,-0.000038,0.005699,0.000000,0.000000,0.000000
1603674490.459217,0.000000,0.000000,0.000000,-0.014339,0.000029,-0.004083,0.000000,0.000000,0.000000
1603674490.559206,0.000000,0.000000,0.000000,-0.014339,0.000029,-0.004083,0.000000,0.000000,0.000000
1603674490.659221,0.000000,0.000000,0.000000,0.017587,0.000281,0.031946,0.000000,0.000000,0.000000
1603674490.759199,0.000000,0.000000,0.000000,0.038176,-0.000504,-0.026423,0.000000,0.000000,0.000000
1603674490.859227,0.000000,0.000000,0.000000,-0.067015,-0.000174,0.005197,0.000000,0.000000,0.000000
1603674490.959255,0.000000,0.000000,0.000000,-0.067015,-0.000174,0.005197,0.000000,0.000000,0.000000
1603674491.059215,0.000000,0.000000,0.000000,0.067839,-0.000177,-0.005224,0.000000,0.000000,0.000000
1603674491.159258,0.000000,0.000000,0.000000,0.012868,-0.000025,-0.003856,0.000000,0.000000,0.000000
1603674491.259233,0.000000,0.000000,0.000000,-0.050126,0.000116,-0.004626,0.000000,0.000000,0.000000
1603674491.359432,0.000000,0.000000,0.000000,-0.050126,0.000116,-0.004626,0.000000,0.000000,0.000000
1603674491.459302,0.000000,0.000000,0.000000,-0.050126,0.000116,-0.004626,0.000000,0.000000,0.000000
1603674491.559345,0.000000,0.000000,0.800000,-0.008235,-0.000054,0.013232,0.000000,0.000000,0.000000
1603674491.659218,0.000000,0.000000,0.800000,0.017266,0.000093,0.010799,0.000000,0.000000,0.000000
1603674491.759305,0.000000,0.000000,0.800000,0.017266,0.000093,0.010799,-0.020938,0.000000,0.272992
1603674491.859300,0.000000,0.000000,0.800000,-0.061840,0.000303,-0.009813,-0.004283,0.000000,0.571028
1603674491.959227,0.000000,0.000000,0.800000,0.093378,-0.000246,-0.005271,-0.009041,0.000000,0.603587
1603674492.059212,0.000000,0.000000,0.800000,0.004723,0.000726,0.305218,-0.009041,0.000000,0.543479
1603674492.159246,0.000000,0.000000,0.800000,0.004723,0.000726,0.305218,-0.004996,0.000000,0.459578
1603674492.259257,0.000000,0.000000,0.800000,0.069217,0.016567,0.469852,-0.001428,0.000000,0.325586
1603674492.359284,0.000000,0.000000,0.800000,0.069217,0.016567,0.469852,0.004568,0.000000,0.246733
1603674492.459227,0.000000,0.000000,0.800000,0.035413,0.007360,0.409841,0.008478,0.000000,0.198316
1603674492.559268,0.000000,0.000000,0.800000,-0.028132,-0.004470,0.315140,0.012134,0.000000,0.166550
1603674492.659215,0.000000,0.000000,0.800000,-0.036700,-0.002654,0.144395,0.008565,0.000000,0.222901
1603674492.759215,0.000000,0.000000,0.800000,-0.036700,-0.002654,0.144395,0.002885,0.000000,0.402365
1603674492.859209,0.000000,0.000000,0.800000,-0.036700,-0.002654,0.144395,-0.000942,0.000000,0.619738
1603674492.959253,0.000000,0.000000,0.800000,0.028436,0.001876,0.131767,-0.001903,0.000000,0.703767
1603674493.059240,0.000000,0.000000,0.800000,0.028436,0.001876,0.131767,-0.004283,0.000000,0.751353
1603674493.159224,0.000000,0.000000,0.800000,0.100495,0.013612,0.269262,-0.006662,0.000000,0.683731
1603674493.259236,0.000000,0.000000,0.800000,0.069724,0.017530,0.492637,-0.001665,0.000000,0.549740
1603674493.359229,0.000000,0.000000,0.800000,0.027953,0.008209,0.571309,-0.001903,0.000000,0.400722
1603674493.459222,0.000000,0.000000,0.800000,-0.058133,-0.015757,0.529375,-0.001428,0.000000,0.252956
1603674493.559240,0.000000,0.000000,0.800000,0.052646,0.009002,0.338694,-0.005948,0.000000,0.179072
1603674493.659217,0.000000,0.000000,0.800000,0.052646,0.009002,0.338694,-0.008327,0.000000,0.219145
1603674493.759212,0.000000,0.000000,0.800000,0.052646,0.009002,0.338694,-0.008327,0.000000,0.316821
1603674493.859237,0.000000,0.000000,0.800000,-0.030565,-0.003436,0.223886,-0.010469,0.000000,0.465839
1603674493.959271,0.000000,0.000000,0.800000,-0.030565,-0.003436,0.223886,-0.007065,0.000000,0.570159
1603674494.059285,0.000000,0.000000,0.800000,0.016983,0.001426,0.167582,-0.001683,0.000000,0.583303
1603674494.159278,0.000000,0.000000,0.800000,0.016983,0.001426,0.167582,0.007376,0.000000,0.492136
1603674494.259274,0.000000,0.000000,0.800000,0.059097,0.010193,0.341606,0.013188,0.000000,0.352011
1603674494.359264,0.000000,0.000000,0.800000,0.065567,0.013099,0.394374,0.014989,0.000000,0.261721
1603674494.459266,0.000000,0.000000,0.800000,0.065567,0.013099,0.394374,0.012742,0.000000,0.234080
1603674494.559227,0.000000,0.000000,0.800000,-0.100191,-0.014401,0.285517,0.004996,0.000000,0.289271
1603674494.659269,0.000000,0.000000,0.800000,0.032960,0.002216,0.134278,-0.001178,0.000000,0.385477
1603674494.759308,0.000000,0.000000,0.800000,0.032960,0.002216,0.134278,-0.004996,0.000000,0.492136
1603674494.859254,0.000000,0.000000,0.800000,0.065477,0.010388,0.314676,-0.008327,0.000000,0.544731
1603674494.959265,0.000000,0.000000,0.800000,0.065477,0.010388,0.314676,-0.007138,0.000000,0.505911
1603674495.059274,0.000000,0.000000,0.800000,0.145274,0.027967,0.380367,-0.012372,0.000000,0.393208
1603674495.159269,0.000000,0.000000,0.800000,-0.084208,-0.015823,0.371464,-0.008327,0.000000,0.301793
1603674495.259270,0.000000,0.000000,0.800000,-0.084208,-0.015823,0.371464,-0.010707,0.000000,0.279253
1603674495.359277,0.000000,0.000000,0.800000,0.009893,0.001498,0.300469,-0.012134,0.000000,0.289271
1603674495.459276,0.000000,0.000000,0.800000,-0.004704,-0.000432,0.183247,-0.007376,0.000000,0.334352
1603674495.559274,0.000000,0.000000,0.000000,0.022714,0.002476,0.217203,-0.001665,0.000000,0.419505
1603674495.659267,0.000000,0.000000,0.000000,0.022714,0.002476,0.217203,0.001903,0.000000,0.493388
1603674495.759275,0.000000,0.000000,0.000000,0.010506,0.001704,0.321627,0.031407,0.000000,0.400722
1603674495.859276,0.000000,0.000000,0.000000,0.010506,0.001704,0.321627,0.021572,0.000000,-0.065952
1603674495.959284,0.000000,0.000000,0.000000,0.010506,0.001704,0.321627,0.014905,0.000000,-0.220162
1603674496.059231,0.000000,0.000000,0.000000,-0.119828,-0.019527,0.323075,0.009616,0.000000,-0.063265
1603674496.159220,0.000000,0.000000,0.000000,-0.047453,0.001775,-0.074787,0.000000,0.000000,0.000000
1603674496.259323,0.000000,0.000000,0.000000,-0.047453,0.001775,-0.074787,0.000000,0.000000,0.000000
1603674496.359255,0.000000,0.000000,0.000000,0.008272,-0.000261,-0.063058,0.000000,0.000000,0.000000
1603674496.459225,0.000000,0.000000,0.000000,-0.047289,0.000056,-0.002379,0.000000,0.000000,0.000000
1603674496.559327,0.000000,0.000000,0.000000,0.038600,-0.000112,-0.005807,0.000000,0.000000,0.000000
1603674496.659176,0.000000,0.000000,0.000000,0.038600,-0.000112,-0.005807,0.000000,0.000000,0.000000
1603674496.759275,0.000000,0.000000,0.000000,0.022602,0.000064,0.005694,0.000000,0.000000,0.000000
1603674496.859260,0.000000,0.000000,0.000000,0.022602,0.000064,0.005694,0.000000,0.000000,0.000000
1603674496.959213,0.000000,0.000000,0.000000,0.022602,0.000064,0.005694,0.000000,0.000000,0.000000
1603674497.059271,0.000000,0.000000,0.000000,0.037921,-0.000188,-0.009938,0.000000,0.000000,0.000000
1603674497.159313,0.000000,0.000000,0.000000,0.037921,-0.000188,-0.009938,0.000000,0.000000,0.000000
1603674497.259274,0.000000,0.000000,0.000000,-0.036134,0.000005,-0.000254,0.000000,0.000000,0.000000
1603674497.359224,0.000000,0.000000,0.000000,0.010880,0.000040,0.007290,0.000000,0.000000,0.000000
1603674497.459220,0.000000,0.000000,0.000000,0.010880,0.000040,0.007290,0.000000,0.000000,0.000000
1603674497.559232,0.000000,0.000000,0.000000,-0.055855,-0.000075,0.002702,0.000000,0.000000,0.000000
1603674497.659275,0.000000,0.000000,0.000000,0.088947,0.000818,0.018396,0.000000,0.000000,0.000000
1603674497.759231,0.000000,0.000000,0.000000,0.088947,0.000818,0.018396,0.000000,0.000000,0.000000
1603674497.859235,0.000000,0.000000,0.000000,-0.047432,0.000098,-0.004130,0.000000,0.000000,0.000000
1603674497.959238,0.000000,0.000000,0.000000,0.024778,-0.000291,-0.023509,0.000000,0.000000,0.000000
1603674498.059220,0.000000,0.000000,0.000000,0.024778,-0.000291,-0.023509,0.000000,0.000000,0.000000
1603674498.159215,0.000000,0.000000,0.000000,0.024778,-0.000291,-0.023509,0.000000,0.000000,0.000000
1603674498.259221,0.000000,0.000000,0.000000,-0.008951,-0.000096,0.021453,0.000000,0.000000,0.000000
1603674498.359223,0.000000,0.000000,0.000000,-0.001955,0.000006,-0.006627,0.000000,0.000000,0.000000
1603674498.459256,0.000000,0.000000,0.000000,-0.001955,0.000006,-0.006627,0.000000,0.000000,0.000000
1603674498.559298,0.000000,0.000000,0.000000,-0.040030,-0.000340,0.016984,0.000000,0.000000,0.000000
1603674498.659211,0.000000,0.000000,0.000000,0.021219,-0.000211,-0.019874,0.000000,0.000000,0.000000
1603674498.759205,0.000000,0.000000,0.000000,0.070123,-0.000142,-0.004045,0.000000,0.000000,0.000000
1603674498.859226,0.000000,0.000000,-0.800000,0.070123,-0.000142,-0.004045,0.000000,0.000000,0.000000
1603674498.959216,0.000000,0.000000,-0.800000,0.000090,0.000000,0.007396,0.000000,0.000000,0.000000
1603674499.059232,0.000000,0.000000,-0.800000,0.000090,0.000000,0.007396,0.000000,0.000000,0.000000
1603674499.159268,0.000000,0.000000,-0.800000,0.011482,0.000036,0.006324,0.001903,0.000000,-0.458325
1603674499.259261,0.000000,0.000000,-0.800000,-0.024488,-0.000032,0.002639,0.006424,0.000000,-0.604839
1603674499.359221,0.000000,0.000000,-0.800000,-0.024488,-0.000032,0.002639,0.003366,0.000000,-0.528895
1603674499.459229,0.000000,0.000000,-0.800000,-0.161266,0.010229,-0.126687,0.001413,0.000000,-0.418943
1603674499.559228,0.000000,0.000000,-0.800000,-0.161266,0.010229,-0.126687,0.000952,0.000000,-0.275496
